"name","location","short_description","sys_class_name","asset","category","change_control","asset_tag","department","managed_by_group","managed_by","monitor","owned_by","install_status","subcategory","support_group","supported_by","assigned_to","assignment_group"
"Windows 2000 Hotfix - KB896424","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB896688","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB896727","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB897715","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB899587","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB899588","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB899589","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB899591","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB900725","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB901017","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB901214","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB902400","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB904368","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB904706","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB905414","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB905495","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB905749","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB905915","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB908519","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB908523","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB912919","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Service Pack 4","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Support Tools","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Blaster Worm Removal Tool (KB833330)","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Genuine Advantage v1.3.0254.0","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Genuine Advantage Validation Tool","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Installer 3.1 (KB893803)","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Installer Clean Up","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Installer Clean Up","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Bonus Pack for Windows XP","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Connect","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Connect","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Encoder 9 Series","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Encoder 9 Series","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Format Runtime","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Format SDK Hotfix - KB891122","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player 10","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player 10","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player 10 Hotfix - KB894476","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player 10 Hotfix [See KB886612 for more
			information]","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player Hotfix [See Q828026 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player Hotfix [See wm828026 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player Playlist Import to Excel Wizard","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player Skin Importer","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Media Player Tray Control","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows Mobile","","","Service","Unknown","","","","","","","false","Jerrod Bennett","Installed","","","","",""
"Windows Resource Kit Tools - LSView.exe","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows SDK","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP1) [See Q309521 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q328310","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q329170","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q329441","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q331953","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q810565","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q810577","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q810833","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q811493","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q814033","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q815021","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q817606","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) Q819696","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) [See Q329048 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) [See Q329115 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) [See Q329390 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix (SP2) [See Q329834 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB307154","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB821557","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB823182","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB823559","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB823980","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB824105","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB824141","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB824146","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB825119","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB828035","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB828741","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB834707","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB835732","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB837001","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB867282","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB873333","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB873339","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB883517","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB883523","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB884018","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB884020","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB884575","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB884868","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB885250","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB885835","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB885836","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB885884","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB885894","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB886185","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB887472","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB887742","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB887797","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB888113","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB888239","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB888240","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB888302","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB888310","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB889315","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB889673","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows XP Hotfix - KB890047","","","Software","","","","","","","","false","","Installed","","","","",""
